"item1","item2","correlation"
"do","country",0.143347492476677
"country","do",0.143347492476677
"freedom","government",0.143301686194745
"make","government",0.143301686194745
"government","freedom",0.143301686194745
"government","make",0.143301686194745
"power","citizen",0.142931539709402
"build","day",0.142931539709402
"citizen","power",0.142931539709402
"peace","power",0.142931539709402
"power","peace",0.142931539709402
"day","build",0.142931539709402
"man","peace",0.142896015219249
"peace","man",0.142896015219249
"responsibility","time",0.142748387901395
"time","responsibility",0.142748387901395
"other","people",0.142113736502015
"people","other",0.142113736502015
"free","begin",0.141429725107704
"live","begin",0.141429725107704
"begin","free",0.141429725107704
"begin","live",0.141429725107704
"power","country",0.141132978979316
"help","country",0.141132978979316
"country","power",0.141132978979316
"country","help",0.141132978979316
"work","be",0.140782881842289
"be","work",0.140782881842289
"stand","heart",0.140687261353654
"heart","stand",0.140687261353654
"year","great",0.140530737813013
"man","great",0.140530737813013
"great","year",0.140530737813013
"great","man",0.140530737813013
"have","new",0.139934521349939
"new","have",0.139934521349939
"power","much",0.139522307912359
"help","much",0.139522307912359
"much","power",0.139522307912359
"know","power",0.139522307912359
"dream","go",0.139522307912359
"know","hope",0.139522307912359
"go","dream",0.139522307912359
"much","help",0.139522307912359
"know","build",0.139522307912359
"power","know",0.139522307912359
"hope","know",0.139522307912359
"build","know",0.139522307912359
"come","much",0.139373668334515
"much","come",0.139373668334515
"human","government",0.139001668453087
"stand","government",0.139001668453087
"government","human",0.139001668453087
"government","stand",0.139001668453087
"stand","dream",0.138263907386946
"dream","stand",0.138263907386946
"know","nation",0.138094655811697
"nation","know",0.138094655811697
"make","let",0.138078657220971
"let","make",0.138078657220971
"time","citizen",0.138061965763715
"citizen","time",0.138061965763715
"help","power",0.137707281903389
"power","help",0.137707281903389
"heart","come",0.137337104964179
"need","come",0.137337104964179
"come","heart",0.137337104964179
"come","need",0.137337104964179
"hope","great",0.136817192392551
"build","great",0.136817192392551
"great","hope",0.136817192392551
"great","build",0.136817192392551
"great","take",0.136575485886899
"take","great",0.136575485886899
"come","begin",0.136564442242998
"begin","come",0.136564442242998
"man","world",0.135480748979029
"year","nation",0.135480748979029
"nation","year",0.135480748979029
"world","man",0.135480748979029
"good","heart",0.135361181926908
"heart","good",0.135361181926908
"need","good",0.135361181926908
"good","need",0.135361181926908
"hope","other",0.134813640318618
"dream","other",0.134813640318618
"other","hope",0.134813640318618
"other","dream",0.134813640318618
"good","dream",0.134813640318618
"dream","good",0.134813640318618
"american","take",0.134600114492266
"take","american",0.134600114492266
"come","let",0.134584017871086
"let","come",0.134584017871086
"peace","government",0.134141670701349
"government","peace",0.134141670701349
"end","begin",0.134117647058824
"many","take",0.134117647058824
"begin","end",0.134117647058824
"take","many",0.134117647058824
"go","new",0.133869888150416
"new","go",0.133869888150416
"peace","nation",0.133394946464258
"nation","peace",0.133394946464258
"believe","have",0.133274844178429
"believe","today",0.133274844178429
"have","believe",0.133274844178429
"today","believe",0.133274844178429
"let","free",0.133230623307748
"free","let",0.133230623307748
"man","time",0.132690253317559
"time","man",0.132690253317559
"live","history",0.132689335580229
"history","live",0.132689335580229
"stand","life",0.132359240277022
"life","stand",0.132359240277022
"do","have",0.131668920477398
"do","today",0.131668920477398
"have","do",0.131668920477398
"today","do",0.131668920477398
"responsibility","make",0.131381477890876
"make","responsibility",0.131381477890876
"good","citizen",0.130744090092123
"other","day",0.130744090092123
"day","other",0.130744090092123
"citizen","good",0.130744090092123
"american","world",0.130508728063044
"american","nation",0.130508728063044
"world","american",0.130508728063044
"nation","american",0.130508728063044
"go","much",0.130434782608696
"much","go",0.130434782608696
"work","go",0.130434782608696
"know","go",0.130434782608696
"go","work",0.130434782608696
"know","work",0.130434782608696
"go","know",0.130434782608696
"work","know",0.130434782608696
"people","be",0.130262953169491
"be","people",0.130262953169491
"heart","free",0.130094203690858
"free","heart",0.130094203690858
"have","much",0.130012741873086
"much","have",0.130012741873086
"know","have",0.130012741873086
"know","today",0.130012741873086
"have","know",0.130012741873086
"today","know",0.130012741873086
"own","year",0.129879979625865
"bring","year",0.129879979625865
"year","own",0.129879979625865
"man","own",0.129879979625865
"year","bring",0.129879979625865
"man","bring",0.129879979625865
"own","man",0.129879979625865
"bring","man",0.129879979625865
"come","new",0.129859244241741
"new","come",0.129859244241741
"do","world",0.129603755708899
"let","nation",0.129603755708899
"nation","let",0.129603755708899
"world","do",0.129603755708899
"power","be",0.129163348844061
"be","power",0.129163348844061
"freedom","time",0.129158418947593
"time","freedom",0.129158418947593
"great","world",0.128865626240216
"world","great",0.128865626240216
"make","world",0.12865505530782
"make","nation",0.12865505530782
"world","make",0.12865505530782
"nation","make",0.12865505530782
"stand","country",0.128445772598075
"country","stand",0.128445772598075
"make","history",0.128132657942895
"history","make",0.128132657942895
"work","time",0.127453185483645
"know","time",0.127453185483645
"time","work",0.127453185483645
"time","know",0.127453185483645
"stand","year",0.127255003888773
"year","stand",0.127255003888773
"history","let",0.126720142176426
"let","history",0.126720142176426
"need","make",0.126465493607335
"make","need",0.126465493607335
"need","citizen",0.125689607113472
"need","day",0.125689607113472
"citizen","need",0.125689607113472
"day","need",0.125689607113472
"see","power",0.124956698325665
"see","dream",0.124956698325665
"power","see",0.124956698325665
"dream","see",0.124956698325665
"build","see",0.124956698325665
"see","build",0.124956698325665
"life","other",0.124883458216854
"other","life",0.124883458216854
"good","life",0.124883458216854
"life","good",0.124883458216854
"heart","let",0.124817963667496
"let","heart",0.124817963667496
"bring","new",0.124522401233891
"new","bring",0.124522401233891
"peace","go",0.124034734589208
"go","peace",0.124034734589208
"know","peace",0.124034734589208
"peace","know",0.124034734589208
"take","citizen",0.123673905505883
"citizen","take",0.123673905505883
"peace","end",0.123673905505883
"end","peace",0.123673905505883
"believe","free",0.123469109004737
"live","own",0.123469109004737
"free","believe",0.123469109004737
"live","responsibility",0.123469109004737
"own","live",0.123469109004737
"responsibility","live",0.123469109004737
"see","let",0.123418319277076
"let","see",0.123418319277076
"make","citizen",0.123384061928187
"citizen","make",0.123384061928187
"peace","make",0.123384061928187
"make","peace",0.123384061928187
"right","people",0.122496293333071
"people","right",0.122496293333071
"time","free",0.122345013554559
"free","time",0.122345013554559
"hope","do",0.122313628832336
"help","do",0.122313628832336
"do","hope",0.122313628832336
"do","help",0.122313628832336
"do","people",0.121248167371505
"people","do",0.121248167371505
"american","have",0.121176007053
"have","american",0.121176007053
"believe","people",0.120156208485098
"people","believe",0.120156208485098
"have","free",0.12013649116864
"free","have",0.12013649116864
"go","american",0.119491253670971
"know","american",0.119491253670971
"american","go",0.119491253670971
"american","know",0.119491253670971
"life","free",0.118896726162577
"free","life",0.118896726162577
"live","life",0.118896726162577
"life","live",0.118896726162577
"see","be",0.118525410236802
"be","see",0.118525410236802
"own","end",0.118171708915807
"end","own",0.118171708915807
"place","own",0.118171708915807
"own","place",0.118171708915807
"believe","place",0.118171708915807
"place","believe",0.118171708915807
"human","be",0.118060706003169
"be","human",0.118060706003169
"freedom","have",0.117883565612951
"make","have",0.117883565612951
"have","freedom",0.117883565612951
"have","make",0.117883565612951
"time","power",0.117364913090437
"power","time",0.117364913090437
"come","great",0.117197221686595
"great","come",0.117197221686595
"right","nation",0.11689440790933
"nation","right",0.11689440790933
"come","own",0.116413115893414
"come","believe",0.116413115893414
"own","come",0.116413115893414
"believe","come",0.116413115893414
"government","much",0.116335010149422
"much","government",0.116335010149422
"help","history",0.116215545264354
"history","help",0.116215545264354
"time","government",0.115652687489165
"government","time",0.115652687489165
"make","much",0.114290897663919
"much","make",0.114290897663919
"work","make",0.114290897663919
"make","work",0.114290897663919
"place","much",0.113183291683622
"go","take",0.113183291683622
"much","place",0.113183291683622
"take","go",0.113183291683622
"right","other",0.113064427716302
"other","right",0.113064427716302
"history","people",0.112855242854526
"people","history",0.112855242854526
"good","make",0.112441638537885
"make","good",0.112441638537885
"own","american",0.112155900190467
"american","own",0.112155900190467
"see","world",0.111956180049753
"world","see",0.111956180049753
"new","citizen",0.111803741377908
"new","day",0.111803741377908
"citizen","new",0.111803741377908
"day","new",0.111803741377908
"let","begin",0.111070820615321
"do","end",0.111070820615321
"let","place",0.111070820615321
"begin","let",0.111070820615321
"place","let",0.111070820615321
"end","do",0.111070820615321
"hope","year",0.110876898305847
"year","hope",0.110876898305847
"history","today",0.110636025503405
"today","history",0.110636025503405
"human","free",0.110493870910084
"free","human",0.110493870910084
"live","human",0.110493870910084
"human","live",0.110493870910084
"hope","have",0.11004737867849
"build","have",0.11004737867849
"power","today",0.11004737867849
"dream","today",0.11004737867849
"today","power",0.11004737867849
"have","hope",0.11004737867849
"today","dream",0.11004737867849
"have","build",0.11004737867849
"live","freedom",0.109938105555667
"freedom","live",0.109938105555667
"believe","country",0.109843693790937
"country","believe",0.109843693790937
"life","new",0.109677419354839
"new","life",0.109677419354839
"see","have",0.109255306280489
"have","see",0.109255306280489
"let","time",0.109064858343162
"time","let",0.109064858343162
"responsibility","great",0.109054165587468
"great","responsibility",0.109054165587468
"new","country",0.107414175443431
"life","country",0.107414175443431
"country","new",0.107414175443431
"country","life",0.107414175443431
"free","government",0.107265844591592
"government","free",0.107265844591592
"time","nation",0.106563655622345
"nation","time",0.106563655622345
"world","country",0.106542340018034
"country","world",0.106542340018034
"power","free",0.106393324240093
"free","power",0.106393324240093
"live","power",0.106393324240093
"power","live",0.106393324240093
"see","peace",0.106358907452879
"peace","see",0.106358907452879
"dream","freedom",0.105716934702396
"hope","make",0.105716934702396
"build","make",0.105716934702396
"make","hope",0.105716934702396
"freedom","dream",0.105716934702396
"make","build",0.105716934702396
"live","american",0.105411666711537
"american","live",0.105411666711537
"other","much",0.105409255338946
"much","other",0.105409255338946
"good","know",0.105409255338946
"know","good",0.105409255338946
"heart","much",0.104828483672192
"need","much",0.104828483672192
"need","go",0.104828483672192
"much","heart",0.104828483672192
"much","need",0.104828483672192
"go","need",0.104828483672192
"free","much",0.10466430427046
"live","much",0.10466430427046
"much","free",0.10466430427046
"work","free",0.10466430427046
"free","work",0.10466430427046
"live","know",0.10466430427046
"much","live",0.10466430427046
"know","live",0.10466430427046
"do","great",0.104573697289054
"great","do",0.104573697289054
"american","government",0.104515047790432
"government","american",0.104515047790432
"live","peace",0.104474264523546
"peace","live",0.104474264523546
"heart","government",0.104336905424487
"government","heart",0.104336905424487
"need","history",0.103364703432985
"history","need",0.103364703432985
"dream","new",0.103350691176092
"life","power",0.103350691176092
"power","life",0.103350691176092
"hope","life",0.103350691176092
"dream","life",0.103350691176092
"life","hope",0.103350691176092
"new","dream",0.103350691176092
"life","dream",0.103350691176092
"responsibility","citizen",0.103339513853606
"own","day",0.103339513853606
"responsibility","day",0.103339513853606
"day","own",0.103339513853606
"citizen","responsibility",0.103339513853606
"day","responsibility",0.103339513853606
"human","peace",0.103249458402699
"peace","human",0.103249458402699
"help","begin",0.103021351808375
"dream","end",0.103021351808375
"help","end",0.103021351808375
"build","end",0.103021351808375
"hope","place",0.103021351808375
"place","hope",0.103021351808375
"end","dream",0.103021351808375
"begin","help",0.103021351808375
"end","help",0.103021351808375
"end","build",0.103021351808375
"go","country",0.102868899974728
"country","go",0.102868899974728
"responsibility","believe",0.102102102102102
"believe","responsibility",0.102102102102102
"freedom","take",0.101638585769901
"take","freedom",0.101638585769901
"other","own",0.100050037531277
"own","other",0.100050037531277
"today","day",0.0999817947749495
"day","today",0.0999817947749495
"today","begin",0.0996434002966892
"begin","today",0.0996434002966892
"history","take",0.0989355975659785
"take","history",0.0989355975659785
"year","much",0.0987483862202038
"much","year",0.0987483862202038
"go","year",0.0987483862202038
"year","go",0.0987483862202038
"bring","be",0.0983967366838245
"be","bring",0.0983967366838245
"build","government",0.0979891349796287
"government","build",0.0979891349796287
"stand","nation",0.0978915607591587
"nation","stand",0.0978915607591587
"stand","freedom",0.0977272587244057
"freedom","stand",0.0977272587244057
"help","come",0.097228679341216
"come","help",0.097228679341216
"let","country",0.0969109808293029
"country","let",0.0969109808293029
"need","own",0.0961821670114021
"need","believe",0.0961821670114021
"need","responsibility",0.0961821670114021
"own","need",0.0961821670114021
"believe","need",0.0961821670114021
"responsibility","need",0.0961821670114021
"american","citizen",0.0960624643922915
"american","day",0.0960624643922915
"citizen","american",0.0960624643922915
"day","american",0.0960624643922915
"bring","go",0.0949157995752499
"know","believe",0.0949157995752499
"responsibility","work",0.0949157995752499
"go","bring",0.0949157995752499
"work","responsibility",0.0949157995752499
"believe","know",0.0949157995752499
"know","history",0.0945514381551959
"history","know",0.0945514381551959
"peace","great",0.0944850284250285
"great","peace",0.0944850284250285
"heart","country",0.0943564195120496
"country","heart",0.0943564195120496
"human","end",0.0931177254262466
"human","place",0.0931177254262466
"end","human",0.0931177254262466
"place","human",0.0931177254262466
"need","new",0.0926202907355489
"new","need",0.0926202907355489
"make","do",0.0922185977829592
"do","make",0.0922185977829592
"good","free",0.0922009004089293
"live","other",0.0922009004089293
"free","good",0.0922009004089293
"other","live",0.0922009004089293
"build","world",0.0916655684547299
"hope","nation",0.0916655684547299
"dream","nation",0.0916655684547299
"help","nation",0.0916655684547299
"nation","hope",0.0916655684547299
"nation","dream",0.0916655684547299
"nation","help",0.0916655684547299
"world","build",0.0916655684547299
"do","much",0.0915913450642003
"much","do",0.0915913450642003
"new","be",0.0914916212437704
"be","new",0.0914916212437704
"people","take",0.0908813888959789
"take","people",0.0908813888959789
"come","country",0.0903244604661891
"country","come",0.0903244604661891
"free","world",0.0895371191207523
"live","world",0.0895371191207523
"world","free",0.0895371191207523
"world","live",0.0895371191207523
"man","citizen",0.0892371033818167
"citizen","man",0.0892371033818167
"man","have",0.0891362077963306
"man","today",0.0891362077963306
"have","man",0.0891362077963306
"today","man",0.0891362077963306
"great","much",0.0883813022258332
"much","great",0.0883813022258332
"let","own",0.0881765811881177
"do","own",0.0881765811881177
"own","let",0.0881765811881177
"believe","let",0.0881765811881177
"own","do",0.0881765811881177
"let","believe",0.0881765811881177
"work","world",0.0878784173347161
"world","work",0.0878784173347161
"believe","time",0.0871007112618684
"time","believe",0.0871007112618684
"new","take",0.087014821549562
"take","new",0.087014821549562
"man","end",0.0869042914229224
"place","year",0.0869042914229224
"year","place",0.0869042914229224
"end","man",0.0869042914229224
"own","power",0.0868143792701177
"bring","power",0.0868143792701177
"power","own",0.0868143792701177
"build","own",0.0868143792701177
"help","believe",0.0868143792701177
"power","bring",0.0868143792701177
"hope","bring",0.0868143792701177
"dream","bring",0.0868143792701177
"build","bring",0.0868143792701177
"bring","hope",0.0868143792701177
"bring","dream",0.0868143792701177
"help","responsibility",0.0868143792701177
"believe","help",0.0868143792701177
"responsibility","help",0.0868143792701177
"own","build",0.0868143792701177
"bring","build",0.0868143792701177
"build","country",0.0861150380212777
"country","build",0.0861150380212777
"see","other",0.0858683062198847
"other","see",0.0858683062198847
"world","day",0.0856426699089594
"day","world",0.0856426699089594
"government","day",0.0849742057430858
"day","government",0.0849742057430858
"human","much",0.0849411985729376
"stand","work",0.0849411985729376
"much","human",0.0849411985729376
"work","stand",0.0849411985729376
"freedom","nation",0.0846540698493832
"nation","freedom",0.0846540698493832
"make","time",0.0844870860785004
"time","make",0.0844870860785004
"do","nation",0.0842670807080671
"nation","do",0.0842670807080671
"government","world",0.0842208203357637
"world","government",0.0842208203357637
"build","citizen",0.0839642677216668
"hope","day",0.0839642677216668
"dream","day",0.0839642677216668
"day","hope",0.0839642677216668
"day","dream",0.0839642677216668
"citizen","build",0.0839642677216668
"today","great",0.0837179238667739
"great","today",0.0837179238667739
"heart","thank",0.0828801678690843
"need","power",0.0828801678690843
"heart","dream",0.0828801678690843
"need","dream",0.0828801678690843
"heart","help",0.0828801678690843
"need","build",0.0828801678690843
"thank","heart",0.0828801678690843
"dream","heart",0.0828801678690843
"help","heart",0.0828801678690843
"power","need",0.0828801678690843
"dream","need",0.0828801678690843
"build","need",0.0828801678690843
"dream","great",0.0827949533362648
"great","dream",0.0827949533362648
"need","american",0.0821154587922901
"american","need",0.0821154587922901
"american","year",0.0814732108465916
"year","american",0.0814732108465916
"need","year",0.0813343425128137
"heart","man",0.0813343425128137
"man","heart",0.0813343425128137
"year","need",0.0813343425128137
"right","make",0.081147762847463
"make","right",0.081147762847463
"good","peace",0.0806255222234756
"peace","good",0.0806255222234756
"stand","history",0.080542590907936
"history","stand",0.080542590907936
"life","much",0.0803219328902499
"know","new",0.0803219328902499
"much","life",0.0803219328902499
"new","know",0.0803219328902499
"great","begin",0.0802304423819898
"begin","great",0.0802304423819898
"do","free",0.0792340711301583
"free","do",0.0792340711301583
"live","do",0.0792340711301583
"do","live",0.0792340711301583
"human","own",0.0790101654384184
"own","human",0.0790101654384184
"right","come",0.0788827054713594
"come","right",0.0788827054713594
"other","power",0.0784370270944687
"power","other",0.0784370270944687
"see","people",0.0781575158578359
"people","see",0.0781575158578359
"work","today",0.0780076451238516
"today","work",0.0780076451238516
"dream","much",0.0775123932846438
"build","much",0.0775123932846438
"build","work",0.0775123932846438
"much","dream",0.0775123932846438
"know","help",0.0775123932846438
"much","build",0.0775123932846438
"work","build",0.0775123932846438
"help","know",0.0775123932846438
"take","country",0.0773430561517291
"country","take",0.0773430561517291
"bring","have",0.0765096327690981
"own","today",0.0765096327690981
"bring","today",0.0765096327690981
"today","own",0.0765096327690981
"have","bring",0.0765096327690981
"today","bring",0.0765096327690981
"come","be",0.0759884342375766
"be","come",0.0759884342375766
"life","time",0.0757559179618879
"time","life",0.0757559179618879
"man","free",0.0753009983171404
"free","man",0.0753009983171404
"live","man",0.0753009983171404
"man","live",0.0753009983171404
"man","government",0.0749448356335146
"government","man",0.0749448356335146
"heart","time",0.0748200553712705
"time","heart",0.0748200553712705
"build","be",0.0744028507166251
"be","build",0.0744028507166251
"come","place",0.07436677547886
"place","come",0.07436677547886
"american","today",0.0735341581261797
"today","american",0.0735341581261797
"need","heart",0.0732600732600732
"heart","need",0.0732600732600732
"stand","see",0.0728364768778385
"see","stand",0.0728364768778385
"freedom","today",0.0723151284852555
"today","freedom",0.0723151284852555
"right","own",0.0722048951263939
"own","right",0.0722048951263939
"freedom","great",0.0716702655641139
"great","freedom",0.0716702655641139
"dream","power",0.0713770728190339
"dream","hope",0.0713770728190339
"build","hope",0.0713770728190339
"power","dream",0.0713770728190339
"hope","dream",0.0713770728190339
"hope","build",0.0713770728190339
"right","heart",0.0701762418821707
"heart","right",0.0701762418821707
"country","day",0.0701762418821706
"day","country",0.0701762418821706
"need","nation",0.0697492207922354
"nation","need",0.0697492207922354
"stand","new",0.0695909407642074
"new","stand",0.0695909407642074
"come","have",0.0695821546179088
"have","come",0.0695821546179088
"freedom","year",0.0693285418958185
"year","freedom",0.0693285418958185
"man","freedom",0.0693285418958185
"freedom","man",0.0693285418958185
"good","country",0.0691262551671878
"country","good",0.0691262551671878
"citizen","much",0.0689081858828935
"much","citizen",0.0689081858828935
"go","day",0.0689081858828935
"day","go",0.0689081858828935
"peace","work",0.0689081858828935
"work","peace",0.0689081858828935
"believe","year",0.0682874119682382
"responsibility","year",0.0682874119682382
"year","believe",0.0682874119682382
"year","responsibility",0.0682874119682382
"good","year",0.0669149605118206
"year","good",0.0669149605118206
"live","today",0.0664833009379853
"today","live",0.0664833009379853
"be","begin",0.0664272813435967
"begin","be",0.0664272813435967
"american","much",0.0663840298172062
"much","american",0.0663840298172062
"let","power",0.0663292813070874
"power","let",0.0663292813070874
"good","freedom",0.0662602512812536
"freedom","good",0.0662602512812536
"believe","life",0.0660731108587994
"responsibility","life",0.0660731108587994
"life","believe",0.0660731108587994
"life","responsibility",0.0660731108587994
"human","power",0.0655765960749514
"human","help",0.0655765960749514
"human","build",0.0655765960749514
"power","human",0.0655765960749514
"help","human",0.0655765960749514
"build","human",0.0655765960749514
"responsibility","world",0.0655368233671806
"own","nation",0.0655368233671806
"nation","own",0.0655368233671806
"world","responsibility",0.0655368233671806
"let","citizen",0.0654581661552623
"citizen","let",0.0654581661552623
"peace","do",0.0654581661552623
"do","peace",0.0654581661552623
"right","peace",0.0654204508616877
"peace","right",0.0654204508616877
"need","freedom",0.0652295703869412
"freedom","need",0.0652295703869412
"believe","government",0.0650252907630158
"government","believe",0.0650252907630158
"go","government",0.0646305611941234
"government","go",0.0646305611941234
"other","take",0.0639137490706143
"good","take",0.0639137490706143
"good","many",0.0639137490706143
"take","other",0.0639137490706143
"take","good",0.0639137490706143
"many","good",0.0639137490706143
"new","free",0.0636517826930969
"free","new",0.0636517826930969
"make","go",0.0634949431466216
"go","make",0.0634949431466216
"see","nation",0.0624371004123621
"nation","see",0.0624371004123621
"place","citizen",0.0621712065516059
"place","day",0.0621712065516059
"citizen","place",0.0621712065516059
"day","place",0.0621712065516059
"peace","place",0.0621712065516059
"place","peace",0.0621712065516059
"take","begin",0.0619607843137255
"many","begin",0.0619607843137255
"place","begin",0.0619607843137255
"begin","take",0.0619607843137255
"end","take",0.0619607843137255
"take","end",0.0619607843137255
"begin","many",0.0619607843137255
"begin","place",0.0619607843137255
"have","nation",0.0616966955414303
"today","nation",0.0616966955414303
"nation","have",0.0616966955414303
"nation","today",0.0616966955414303
"stand","man",0.0611111600595801
"man","stand",0.0611111600595801
"year","country",0.0609488271885117
"man","country",0.0609488271885117
"country","year",0.0609488271885117
"country","man",0.0609488271885117
"life","citizen",0.0608832255028211
"citizen","life",0.0608832255028211
"right","go",0.0608580619450185
"right","know",0.0608580619450185
"go","right",0.0608580619450185
"know","right",0.0608580619450185
"history","american",0.0607943760293341
"american","history",0.0607943760293341
"people","citizen",0.060713848325395
"citizen","people",0.060713848325395
"freedom","new",0.0601804314350595
"make","new",0.0601804314350595
"new","freedom",0.0601804314350595
"new","make",0.0601804314350595
"let","great",0.0589775828312676
"great","let",0.0589775828312676
"need","stand",0.0587680965148173
"stand","need",0.0587680965148173
"build","history",0.0584218687004591
"history","build",0.0584218687004591
"stand","be",0.0580519493606742
"be","stand",0.0580519493606742
"need","live",0.0579938016453225
"live","need",0.0579938016453225
"right","great",0.0576290867747267
"great","right",0.0576290867747267
"make","free",0.0575323764824991
"free","make",0.0575323764824991
"right","hope",0.0566070483842818
"right","dream",0.0566070483842818
"right","help",0.0566070483842818
"hope","right",0.0566070483842818
"dream","right",0.0566070483842818
"help","right",0.0566070483842818
"day","citizen",0.0564102564102563
"peace","citizen",0.0564102564102563
"citizen","day",0.0564102564102563
"citizen","peace",0.0564102564102563
"other","have",0.0555034125369373
"have","other",0.0555034125369373
"dream","have",0.0544190334124402
"hope","today",0.0544190334124402
"help","today",0.0544190334124402
"today","hope",0.0544190334124402
"have","dream",0.0544190334124402
"today","help",0.0544190334124402
"bring","american",0.0541876821144952
"american","bring",0.0541876821144952
"own","great",0.0539278840817149
"great","own",0.0539278840817149
"live","government",0.0539228299838816
"government","live",0.0539228299838816
"responsibility","country",0.0537013614089023
"country","responsibility",0.0537013614089023
"right","stand",0.0527274385892467
"stand","right",0.0527274385892467
"work","other",0.052704627669473
"other","work",0.052704627669473
"let","end",0.0526793034918381
"let","many",0.0526793034918381
"do","many",0.0526793034918381
"do","place",0.0526793034918381
"end","let",0.0526793034918381
"many","let",0.0526793034918381
"many","do",0.0526793034918381
"place","do",0.0526793034918381
"people","great",0.0517863225023991
"great","people",0.0517863225023991
"know","country",0.051434449987364
"country","know",0.051434449987364
"make","power",0.0513819738497678
"power","make",0.0513819738497678
"dream","make",0.0513819738497678
"make","dream",0.0513819738497678
"know","people",0.0506369683541833
"people","know",0.0506369683541833
"peace","today",0.0505284339185228
"today","peace",0.0505284339185228
"work","begin",0.0485071250072666
"know","begin",0.0485071250072666
"go","end",0.0485071250072666
"go","many",0.0485071250072666
"work","place",0.0485071250072666
"know","place",0.0485071250072666
"end","go",0.0485071250072666
"many","go",0.0485071250072666
"begin","work",0.0485071250072666
"place","work",0.0485071250072666
"begin","know",0.0485071250072666
"place","know",0.0485071250072666
"stand","other",0.0483493778415228
"other","stand",0.0483493778415228
"come","make",0.0477874249939952
"make","come",0.0477874249939952
"live","citizen",0.047600700404219
"citizen","live",0.047600700404219
"believe","begin",0.0475756230700002
"bring","begin",0.0475756230700002
"responsibility","begin",0.0475756230700002
"believe","take",0.0475756230700002
"bring","end",0.0475756230700002
"own","many",0.0475756230700002
"responsibility","many",0.0475756230700002
"many","own",0.0475756230700002
"begin","believe",0.0475756230700002
"take","believe",0.0475756230700002
"begin","bring",0.0475756230700002
"end","bring",0.0475756230700002
"begin","responsibility",0.0475756230700002
"many","responsibility",0.0475756230700002
"year","be",0.0471226429041795
"be","year",0.0471226429041795
"right","see",0.0469668218313862
"see","right",0.0469668218313862
"make","people",0.0462987565454326
"people","make",0.0462987565454326
"freedom","end",0.0449673743103199
"make","end",0.0449673743103199
"make","place",0.0449673743103199
"end","freedom",0.0449673743103199
"end","make",0.0449673743103199
"place","make",0.0449673743103199
"see","government",0.044336199207034
"government","see",0.044336199207034
"man","new",0.0441906841127125
"new","man",0.0441906841127125
"stand","human",0.0441558441558442
"human","stand",0.0441558441558442
"life","have",0.043860073855951
"have","life",0.043860073855951
"time","today",0.0437462205976957
"today","time",0.0437462205976957
"believe","citizen",0.0431671386983416
"bring","day",0.0431671386983416
"citizen","believe",0.0431671386983416
"day","bring",0.0431671386983416
"good","own",0.0425212659507929
"bring","other",0.0425212659507929
"good","believe",0.0425212659507929
"other","bring",0.0425212659507929
"good","responsibility",0.0425212659507929
"own","good",0.0425212659507929
"believe","good",0.0425212659507929
"responsibility","good",0.0425212659507929
"help","free",0.0424182534552005
"live","dream",0.0424182534552005
"free","help",0.0424182534552005
"live","help",0.0424182534552005
"live","build",0.0424182534552005
"dream","live",0.0424182534552005
"help","live",0.0424182534552005
"build","live",0.0424182534552005
"work","year",0.0423207369515159
"man","go",0.0423207369515159
"year","work",0.0423207369515159
"go","man",0.0423207369515159
"come","history",0.0417930247657514
"history","come",0.0417930247657514
"place","today",0.0416231925289968
"today","place",0.0416231925289968
"see","freedom",0.0413793130707286
"see","make",0.0413793130707286
"freedom","see",0.0413793130707286
"make","see",0.0413793130707286
"stand","free",0.0403874148843755
"free","stand",0.0403874148843755
"build","people",0.0400349245792775
"people","build",0.0400349245792775
"stand","world",0.0390286614791417
"world","stand",0.0390286614791417
"history","end",0.0386569553403492
"end","history",0.0386569553403492
"human","citizen",0.0386307497425064
"human","day",0.0386307497425064
"stand","day",0.0386307497425064
"citizen","human",0.0386307497425064
"day","human",0.0386307497425064
"day","stand",0.0386307497425064
"many","world",0.0383645643758624
"place","nation",0.0383645643758624
"world","many",0.0383645643758624
"nation","place",0.0383645643758624
"history","nation",0.0381537125898974
"nation","history",0.0381537125898974
"other","free",0.0378260104241762
"free","other",0.0378260104241762
"man","nation",0.0377220908922002
"nation","man",0.0377220908922002
"come","power",0.0375950893452702
"power","come",0.0375950893452702
"good","time",0.0362738125055007
"time","good",0.0362738125055007
"man","day",0.0355781915443845
"day","man",0.0355781915443845
"need","work",0.0349428278907306
"heart","know",0.0349428278907306
"know","heart",0.0349428278907306
"work","need",0.0349428278907306
"people","begin",0.0343875525552353
"people","end",0.0343875525552353
"begin","people",0.0343875525552353
"end","people",0.0343875525552353
"take","thank",0.0338391301560357
"end","thank",0.0338391301560357
"dream","begin",0.0338391301560357
"build","begin",0.0338391301560357
"thank","take",0.0338391301560357
"thank","end",0.0338391301560357
"place","power",0.0338391301560357
"power","place",0.0338391301560357
"dream","place",0.0338391301560357
"help","place",0.0338391301560357
"begin","dream",0.0338391301560357
"place","dream",0.0338391301560357
"place","help",0.0338391301560357
"begin","build",0.0338391301560357
"freedom","country",0.0333114402727994
"country","freedom",0.0333114402727994
"believe","own",0.033033033033033
"bring","own",0.033033033033033
"responsibility","own",0.033033033033033
"own","believe",0.033033033033033
"bring","believe",0.033033033033033
"own","bring",0.033033033033033
