"word1","word2","n"
"dignity","man",1
"dignity","matchless",1
"dignity","opportunity",1
"dignity","power",1
"dignity","progress",1
"dignity","security",1
"diminish","hopeless",1
"dimness","first",1
"diplomacy","idealistic",1
"diplomacy","know",1
"direct","government",1
"direct","member",1
"direction","freedom",1
"direction","set",1
"disagreement","pursue",1
"disappointment","frustration",1
"disaster","believe",1
"disaster","give",1
"disaster","much",1
"disastrous","invasion",1
"discontent","hatred",1
"discord","earth",1
"discover","new",1
"discrimination","work",1
"discuss","limit",1
"disease","epidemic",1
"disease","free",1
"disease","harness",1
"dishonorable","abandon",1
"disposal","defeat",1
"disrepair","decay",1
"dissent","participation",1
"dissident","prefer",1
"dissipate","horizon",1
"dissolution","world",1
"distance","hear",1
"distant","border",1
"distinction","power",1
"distort","economic",1
"distress","area",1
"divide","cement",1
"divisible","tell",1
"division","cross",1
"division","define",1
"division","free",1
"division","heal",1
"division","responsibility",1
"division","want",1
"do","action",1
"do","administration",1
"do","carry",1
"do","character",1
"do","crisis",1
"do","deny",1
"do","dream",1
"do","ensure",1
"do","freedom",1
"do","help",1
"do","impossible",1
"do","include",1
"do","know",1
"do","lesson",1
"do","level",1
"do","live",1
"do","match",1
"do","need",1
"do","negotiation",1
"do","offer",1
"do","other",1
"do","part",1
"do","pledge",1
"do","preserve",1
"do","promise",1
"do","proud",1
"do","small",1
"do","strength",1
"do","vote",1
"do","wait",1
"dole","reverend",1
"dollar","infrastructure",1
"domestic","goal",1
"dominion","enrich",1
"doom","inevitable",1
"doubt","other",1
"doubt","strong",1
"down","numb",1
"dramatic","increase",1
"dream","achieve",1
"dream","big",1
"dream","child",1
"dream","dawn",1
"dream","define",1
"dream","dignity",1
"dream","dream",1
"dream","freedom",1
"dream","future",1
"dream","have",1
"dream","heroic",1
"dream","infuse",1
"dream","possible",1
"dream","reality",1
"dream","stand",1
"dream","success",1
"dream","thrive",1
"dream","wait",1
"drift","decline",1
"drill","baby",1
"drill","manufacture",1
"drive","conscience",1
"drive","entrepreneurial",1
"drive","tear",1
"drug","steal",1
"durable","pattern",1
"durable","wisdom",1
"duty","allegiance",1
"duty","be",1
"duty","cause",1
"duty","define",1
"duty","family",1
"duty","fulfill",1
"duty","need",1
"duty","revenue",1
"dynamic","economy",1
"ear","feel",1
"earnings","futile",1
"earnings","saving",1
"earth","choose",1
"earth","divisible",1
"earth","first",1
"earth","go",1
"earth","let",1
"earth","own",1
"earth","small",1
"earth","together",1
"earth","voice",1
"ease","call",1
"easy","attack",1
"easy","one",1
"ebb","flow",1
"echo","general",1
"economic","affliction",1
"economic","barrier",1
"economic","decision",1
"economic","expansion",1
"economic","growth",1
"economic","ill",1
"economic","independence",1
"economic","stress",1
"economic","upheaval",1
"economy","assure",1
"economy","develop",1
"economy","drift",1
"economy","free",1
"economy","idealism",1
"economy","lead",1
"economy","much",1
"economy","provide",1
"economy","reduce",1
"economy","reward",1
"economy","support",1
"edge","subsistence",1
"edge","vast",1
"edifice","character",1
"educate","commit",1
"education","good",1
"education","patriotism",1
"education","rebuild",1
"effectiveness","federal",1
"effort","disappointment",1
"effort","enterprise",1
"effort","free",1
"effort","idea",1
"effort","light",1
"effort","make",1
"effort","meaningful",1
"effort","rebuild",1
"effort","restrict",1
"effort","willingness",1
"elect","end",1
"election","history",1
"election","mandate",1
"election","remember",1
"election","year",1
"electric","vehicle",1
"electricity","split",1
"element","society",1
"eliminate","presence",1
"elimination","day",1
"elite","group",1
"else","time",1
"emancipation","great",1
"embark","today",1
"embrace","ideal",1
"emerge","threat",1
"emergency","show",1
"emergency","southern",1
"emphatic","yes",1
"employ","history",1
"employment","good",1
"empty","life",1
"empty","talk",1
"enact","promise",1
"encounter","justice",1
"encourage","individual",1
"encourage","reform",1
"encourage","responsibility",1
"encouragement","other",1
"end","arm",1
"end","chronic",1
"end","fight",1
"end","govern",1
"end","government",1
"end","green",1
"end","honor",1
"end","inflation",1
"end","last",1
"end","let",1
"end","open",1
"end","place",1
"end","practice",1
"end","prescription",1
"end","see",1
"end","slavery",1
"end","war",1
"endeavor","nation",1
"endless","war",1
"endure","fight",1
"endure","generation",1
"endure","ideal",1
"endure","long",1
"endure","transcend",1
"enemy","build",1
"enemy","defeat",1
"enemy","freedom",1
"enemy","liberty",1
"enemy","show",1
"energy","command",1
"energy","emergency",1
"energy","individual",1
"energy","industry",1
"energy","people",1
"energy","price",1
"energy","wisdom",1
"energy","world",1
"enforcement","eliminate",1
"enforcement","protect",1
"engage","act",1
"engage","century",1
"engage","world",1
"engineer","race",1
"enhance","quality",1
"enjoy","fullness",1
"enjoy","same",1
"enlist","grand",1
"enlist","legion",1
"ennoble","service",1
"enormous","stride",1
"enough","food",1
"enrich","citizen",1
"enrich","foreign",1
"enrich","life",1
"enrich","other",1
"ensure","give",1
"ensure","good",1
"ensure","happiness",1
"enter","3",1
"enter","country",1
"enter","era",1
"enter","other",1
"enterprise","distress",1
"enterprise","small",1
"enterprise","work",1
"enterprise","world",1
"entire","nation",1
"entrepreneur","faith",1
"entrepreneur","pioneer",1
"entrepreneurial","genius",1
"entry","halt",1
"environment","enhance",1
"environment","restore",1
"envy","nation",1
"epidemic","keep",1
"equal","chance",1
"equal","fact",1
"equal","ideal",1
"equal","image",1
"equal","impartial",1
"equip","give",1
"equitable","one",1
"era","enter",1
"era","peace",1
"era","present",1
"era","progress",1
"eradicate","face",1
"erode","confidence",1
"error","past",1
"escalate","energy",1
"essence","freedom",1
"essential","work",1
"establish","base",1
"establish","brandnew",1
"establish","collect",1
"establishment","demand",1
"establishment","have",1
"establishment","protect",1
"eternal","cold",1
"eternal","silence",1
"eternity","purpose",1
"ethnic","origin",1
"ethnic","racial",1
"eve","struggle",1
"event","common",1
"event","consider",1
"eventual","triumph",1
"every","child",1
"evidence","eye",1
"evil","real",1
"example","father",1
"example","shine",1
"excellence","education",1
"excellence","unrelenting",1
"exceptional","return",1
"excessive","growth",1
"exchange","good",1
"exchange","sunset",1
"excite","time",1
"excuse","avoid",1
"excuse","murder",1
"excuse","oppressor",1
"execute","good",1
"exemplar","freedom",1
"exercise","right",1
"exile","know",1
"exist","mother",1
"exist","serve",1
"existence","permanent",1
"expand","territory",1
"expansion","freedom",1
"expansion","look",1
"expect","act",1
"expect","encourage",1
"expect","make",1
"expect","other",1
"expectation","carry",1
"expectation","reduce",1
"expel","military",1
"expense","american",1
"experiment","duty",1
"explore","reach",1
"explorer","builder",1
"export","american",1
"expose","pretension",1
"express","thank",1
"expression","sign",1
"extend","dominion",1
"extend","vision",1
"extent","do",1
"extract","power",1
"extraordinary","citizen",1
"eye","catch",1
"eye","many",1
"face","bedrock",1
"face","challenge",1
"face","decade",1
"face","let",1
"face","magnificent",1
"face","repression",1
"face","soldier",1
"face","stand",1
"face","today",1
"fact","theory",1
"factory","close",1
"factory","gate",1
"factory","scatter",1
"factory","shutter",1
"factory","teach",1
"factory","worker",1
"fail","build",1
"fail","country",1
"fail","day",1
"fail","protect",1
"fail","raucous",1
"fail","school",1
"fail","shift",1
"fail","system",1
"fail","time",1
"failure","action",1
"failure","love",1
"fair","bring",1
"fair","deal",1
"fair","equal",1
"fair","play",1
"fair","return",1
"fairness","uncounted",1
"faith","challenge",1
"faith","courage",1
"faith","create",1
"faith","family",1
"faith","freedom",1
"faith","good",1
"faith","heal",1
"faith","hope",1
"faith","idea",1
"faith","much",1
"faith","people",1
"faith","purpose",1
"faith","resolve",1
"faith","strive",1
"faith","sustain",1
"fall","disrepair",1
"fall","do",1
"fall","knee",1
"fall","matter",1
"fallible","people",1
"false","promise",1
"fame","division",1
"family","bond",1
"family","community",1
"family","friend",1
"family","glorious",1
"family","good",1
"family","land",1
"family","support",1
"family","thank",1
"family","work",1
"fan","discontent",1
"far","attack",1
"far","increase",1
"far","perspective",1
"far","step",1
"farmer","soldier",1
"fascism","communism",1
"father","country",1
"father","mother",1
"father","say",1
"fault","abandonment",1
"favor","freedom",1
"fear","divide",1
"fear","gladness",1
"fear","make",1
"federal","effort",1
"fee","hatred",1
"fee","hungry",1
"fee","world",1
"feel","believe",1
"feel","power",1
"feel","same",1
"feel","unity",1
"feeling","new",1
"fellow","fellow",1
"fellow","great",1
"fellow","laborer",1
"fellow","people",1
"fellowship","nation",1
"female","week",1
"fever","word",1
"few","accept",1
"few","generation",1
"few","hour",1
"few","month",1
"few","short",1
"few","stop",1
"few","today",1
"few","year",1
"field","assassin",1
"fight","breath",1
"fight","do",1
"fight","enemy",1
"fight","progress",1
"fight","selfish",1
"fight","spirit",1
"fight","win",1
"fill","heart",1
"fill","strategic",1
"fill","time",1
"fill","unknowing",1
"fill","world",1
"find","answer",1
"find","celebrate",1
"find","child",1
"find","diary",1
"find","dignity",1
"find","firm",1
"find","fullness",1
"find","hatred",1
"find","life",1
"find","own",1
"find","rich",1
"find","security",1
"find","work",1
"find","wrong",1
"finish","renew",1
"fire","burn",1
"fire","fire",1
"fire","freedom",1
"fire","mind",1
"firm","commitment",1
"firm","faith",1
"first","place",1
"first","priority",1
"first","ray",1
"first","sight",1
"fit","good",1
"fit","master",1
"fix","income",1
"flag","new",1
"flame","eloquence",1
"flaw","fallible",1
"fleeting","time",1
"flimsy","peace",1
"float","be",1
"flourish","people",1
"flourish","respect",1
"flow","justice",1
"flush","cash",1
"fly","moon",1
"flyleaf","head",1
"focus","sole",1
"follow","dream",1
"follow","other",1
"follow","simple",1
"food","fee",1
"food","patrol",1
"foolish","gift",1
"foot","help",1
"foot","mile",1
"forbearance","misunderstand",1
"force","converge",1
"force","free",1
"force","hatred",1
"force","history",1
"force","human",1
"foreign","affair",1
"foreign","border",1
"foreign","capital",1
"foreign","country",1
"foreign","gang",1
"foreign","industry",1
"foreign","source",1
"foreign","terrorist",1
"forge","build",1
"forge","society",1
"forget","black",1
"forget","constitution",1
"forget","country",1
"forget","hear",1
"forget","listen",1
"forget","man",1
"forget","today",1
"form","new",1
"formidable","will",1
"foster","productivity",1
"found","father",1
"found","lawyer",1
"found","proclaim",1
"founder","declare",1
"fourfold","human",1
"fraction","price",1
"fragile","evil",1
"fragile","make",1
"free","consider",1
"free","country",1
"free","dissent",1
"free","enterprise",1
"free","expression",1
"free","focus",1
"free","follow",1
"free","great",1
"free","man",1
"free","misery",1
"free","moment",1
"free","neighbor",1
"free","public",1
"free","secure",1
"free","society",1
"free","sovereign",1
"free","speech",1
"free","terror",1
"freedom","act",1
"freedom","baggage",1
"freedom","beacon",1
"freedom","bless",1
"freedom","cause",1
"freedom","citizen",1
"freedom","consistent",1
"freedom","deep",1
"freedom","democracy",1
"freedom","enemy",1
"freedom","exercise",1
"freedom","gain",1
"freedom","good",1
"freedom","history",1
"freedom","incentive",1
"freedom","lead",1
"freedom","life",1
"freedom","make",1
"freedom","march",1
"freedom","marker",1
"freedom","moment",1
"freedom","much",1
"freedom","nature",1
"freedom","new",1
"freedom","other",1
"freedom","permanent",1
"freedom","place",1
"freedom","potential",1
"freedom","preserve",1
"freedom","public",1
"freedom","reach",1
"freedom","right",1
"freedom","salute",1
"freedom","see",1
"freedom","spring",1
"freedom","stand",1
"freedom","staunch",1
"freedom","story",1
"freedom","strengthen",1
"freedom","take",1
"freedom","time",1
"freedom","victory",1
"freedom","vital",1
"freedom","want",1
"freedom","world",1
"freeze","government",1
"freshman","visit",1
"friend","do",1
"friend","fellow",1
"friend","force",1
"friend","freedom",1
"friend","liberator",1
"friend","live",1
"friend","try",1
"friendship","counsel",1
"friendship","good",1
"friendship","impose",1
"friendship","mission",1
"front","kill",1
"front","monument",1
"frontier","write",1
"frustration","erode",1
"fulfill","dishonorable",1
"fulfill","have",1
"fulfill","oath",1
"fulfill","service",1
"fulfill","unite",1
"fulfillment","promise",1
"fulfillment","use",1
"full","backpay",1
"full","compassion",1
"full","employment",1
"full","equal",1
"full","immense",1
"full","productivity",1
"fullness","freedom",1
"fullness","life",1
"fund","defense",1
"fundamental","goal",1
"futile","chase",1
"future","be",1
"future","child",1
"future","country",1
"future","fight",1
"future","image",1
"future","leader",1
"future","recognize",1
"future","responsibility",1
"future","rich",1
"future","role",1
"future","temporary",1
"future","worthy",1
"future","year",1
"gain","new",1
"gang","criminal",1
"gang","drug",1
"gas","country",1
"gate","other",1
"gather","duty",1
"gather","light",1
"gather","multiply",1
"gather","power",1
"gather","step",1
"gather","today",1
"gender","aspect",1
"gender","male",1
"general","fall",1
"generation","advance",1
"generation","face",1
"generation","government",1
"generation","grand",1
"generation","history",1
"generation","patriot",1
"generation","proclaim",1
"generation","reaffirm",1
"generosity","creativity",1
"generous","affirm",1
"generous","strong",1
"genius","core",1
"genius","man",1
"get","cold",1
"get","government",1
"get","job",1
"get","people",1
"gi","bill",1
"giant","get",1
"giant","shoulder",1
"gift","make",1
"gift","support",1
"gift","undermine",1
"give","american",1
"give","country",1
"give","direction",1
"give","fellow",1
"give","freedom",1
"give","give",1
"give","have",1
"give","hope",1
"give","life",1
"give","look",1
"give","money",1
"give","nation",1
"give","right",1
"give","take",1
"give","unlimited",1
"gladness","rider",1
"global","appeal",1
"glorious","freedom",1
"glorious","nation",1
"glory","man",1
"glory","present",1
"go","aid",1
"go","angel",1
"go","arm",1
"go","be",1
"go","begin",1
"go","complete",1
"go","confident",1
"go","confront",1
"go","day",1
"go","decision",1
"go","do",1
"go","dream",1
"go","end",1
"go","factory",1
"go","fame",1
"go","firm",1
"go","have",1
"go","let",1
"go","mankind",1
"go","mean",1
"go","new",1
"go","program",1
"go","today",1
"go","turn",1
"go","use",1
"go","win",1
"go","world",1
"goal","administration",1
"goal","decent",1
"goal","end",1
"goal","freedom",1
"goal","full",1
"goal","go",1
"goal","lift",1
"goal","limitation",1
"gold","foot",1
"golden","year",1
"good","ability",1
"good","ally",1
"good","angel",1
"good","comfort",1
"good","compassionate",1
"good","courageous",1
"good","education",1
"good","effort",1
"good","faith",1
"good","health",1
"good","heart",1
"good","house",1
"good","job",1
"good","measure",1
"good","party",1
"good","people",1
"good","pleasant",1
"good","rag",1
"good","respect",1
"good","speak",1
"good","think",1
"good","time",1
"good","tomorrow",1
"good","transportation",1
"good","true",1
"good","value",1
"good","victim",1
"good","year",1
"goodness","decency",1
"goodness","love",1
"govern","else",1
"govern","have",1
"govern","land",1
"govern","self",1
"government","act",1
"government","administration",1
"government","ask",1
"government","bear",1
"government","belong",1
"government","bitter",1
"government","censorship",1
"government","confront",1
"government","control",1
"government","dangerous",1
"government","desire",1
"government","efficiency",1
"government","elite",1
"government","end",1
"government","enlist",1
"government","equip",1
"government","free",1
"government","give",1
"government","grip",1
"government","help",1
"government","interference",1
"government","labor",1
"government","learn",1
"government","let",1
"government","listen",1
"government","long",1
"government","make",1
"government","manage",1
"government","matter",1
"government","mean",1
"government","one",1
"government","other",1
"government","pass",1
"government","past",1
"government","play",1
"government","policy",1
"government","power",1
"government","problem",1
"government","progress",1
"government","rely",1
"government","responsibility",1
"government","show",1
"government","solution",1
"government","spend",1
"government","take",1
"government","unwilling",1
"government","use",1
"government","voluntary",1
"governmental","solution",1
"gracious","aid",1
"gracious","cooperation",1
"grand","endure",1
"grand","enterprise",1
"grand","ideal",1
"grand","story",1
"grant","good",1
"grant","people",1
"grant","reserve",1
"grateful","gracious",1
"grateful","honor",1
"gray","surface",1
"great","achievement",1
"great","adventure",1
"great","afford",1
"great","bastion",1
"great","cathedral",1
"great","challenge",1
"great","civilization",1
"great","consequential",1
"great","deed",1
"great","degree",1
"great","extent",1
"great","force",1
"great","found",1
"great","freedom",1
"great","good",1
"great","great",1
"great","highway",1
"great","industrial",1
"great","institution",1
"great","justice",1
"great","let",1
"great","liberate",1
"great","love",1
"great","man",1
"great","military",1
"great","momentum",1
"great","mount",1
"great","need",1
"great","new",1
"great","objective",1
"great","power",1
"great","powerful",1
"great","progress",1
"great","proportion",1
"great","prosperity",1
"great","purpose",1
"great","reach",1
"great","republic",1
"great","school",1
"great","small",1
"great","strength",1
"great","strong",1
"great","tax",1
"great","thank",1
"great","vital",1
"great","year",1
"greatness","believe",1
"greatness","come",1
"greatness","glory",1
"green","new",1
"grief","mother",1
"grim","sacrifice",1
"grind","peace",1
"grip","fear",1
"grip","make",1
"group","colony",1
"group","meet",1
"group","neglect",1
"group","reap",1
"group","single",1
"group","superior",1
"grow","consent",1
"grow","fourfold",1
"grow","nation",1
"growth","democratic",1
"growth","freedom",1
"growth","human",1
"growth","productive",1
"grudge","concession",1
"guarantee","individual",1
"guarantee","tremendous",1
"guide","policy",1
"guide","power",1
"guide","way",1
"gulf","gulf",1
"gulf","restore",1
"habit","control",1
"habit","racism",1
"hadn","get",1
"hall","ponder",1
"hall","power",1
"hallow","history",1
"halt","begin",1
"halt","delay",1
"hand","american",1
"hand","do",1
"hand","good",1
"hand","heal",1
"hand","let",1
"hand","own",1
"hand","single",1
"hand","stand",1
"handful","numb",1
"handle","be",1
"happen","unable",1
"hard","decision",1
"hard","duty",1
"hard","snow",1
"hard","task",1
"hardship","get",1
"harmless","ride",1
"harness","electricity",1
"harness","energy",1
"hate","country",1
"hatred","bombastic",1
"hatred","excuse",1
"hatred","fear",1
"hatred","prejudice",1
"hatred","resentment",1
"have","century",1
"have","confidence",1
"have","doom",1
"have","ebb",1
"have","education",1
"have","equal",1
"have","essential",1
"have","extract",1
"have","freedom",1
"have","good",1
"have","halt",1
"have","help",1
"have","high",1
"have","home",1
"have","honor",1
"have","ideology",1
"have","large",1
"have","let",1
"have","long",1
"have","look",1
"have","need",1
"have","other",1
"have","past",1
"have","place",1
"have","powerful",1
"have","public",1
"have","responsibility",1
"have","restore",1
"have","strong",1
"have","suffer",1
"have","system",1
"have","think",1
"have","time",1
"have","use",1
"have","visible",1
"have","worth",1
"head","write",1
"headline","neighborhood",1
"heal","division",1
"heal","move",1
"heal","wing",1
"health","civil",1
"health","house",1
"health","insurance",1
"health","system",1
"healthy","disease",1
"healthy","vigorous",1
"hear","city",1
"hear","echo",1
"hear","invoke",1
"hear","much",1
"hear","strong",1
"hear","word",1
"heart","bear",1
"heart","call",1
"heart","child",1
"heart","country",1
"heart","effort",1
"heart","fight",1
"heart","good",1
"heart","heart",1
"heart","home",1
"heart","injure",1
"heart","mean",1
"heart","patriotism",1
"heart","same",1
"heart","soul",1
"heart","weak",1
"hearted","idealistic",1
"hearten","change",1
"hearten","history",1
"heaven","generation",1
"heaven","put",1
"heavy","artillery",1
"height","victory",1
"help","care",1
"help","catch",1
"help","create",1
"help","demilitarize",1
"help","division",1
"help","do",1
"help","have",1
"help","help",1
"help","journey",1
"help","lead",1
"help","maintain",1
"help","new",1
"help","order",1
"help","preserve",1
"help","raise",1
"help","reflect",1
"help","resolve",1
"help","restore",1
"help","vice",1
"help","worthy",1
"hemisphere","freedom",1
"heritage","blood",1
"heritage","song",1
"hero","counter",1
"hero","day",1
"hero","look",1
"hero","say",1
"hero","sick",1
"heroic","dream",1
"heroism","shore",1
"hesitation","road",1
"hide","prejudice",1
"high","adventure",1
"high","aspiration",1
"high","grind",1
"high","price",1
"high","standard",1
"high","unwilling",1
"highway","bridge",1
"highway","win",1
"hill","row",1
"hire","american",1
"hispanic","community",1
"historic","executive",1
"historic","movement",1
"historic","occasion",1
"historic","political",1
"historic","tie",1
"history","bestow",1
"history","break",1
"history","care",1
"history","ceremony",1
"history","choice",1
"history","common",1
"history","conscience",1
"history","country",1
"history","decade",1
"history","fleeting",1
"history","freedom",1
"history","government",1
"history","great",1
"history","have",1
"history","help",1
"history","journey",1
"history","learn",1
"history","make",1
"history","man",1
"history","nation",1
"history","progress",1
"history","remarkable",1
"history","ribbon",1
"history","run",1
"history","say",1
"history","see",1
"history","show",1
"history","th",1
"history","think",1
"history","totalitarian",1
"history","world",1
"hold","belief",1
"hold","close",1
"hold","day",1
"hold","tell",1
"home","american",1
"home","business",1
"home","glorious",1
"home","heal",1
"home","humanity",1
"home","nation",1
"home","redistribute",1
"home","require",1
"home","role",1
"home","while",1
"homeless","child",1
"honest","challenge",1
"honor","beckon",1
"honor","bestow",1
"honor","friendship",1
"honor","great",1
"honor","history",1
"honor","hour",1
"honor","humble",1
"honor","make",1
"honor","name",1
"honor","place",1
"honor","strive",1
"honor","whole",1
"honorable","achievement",1
"hope","agree",1
"hope","conquer",1
"hope","decent",1
"hope","determine",1
"hope","dream",1
"hope","have",1
"hope","humanity",1
"hope","kindle",1
"hope","man",1
"hope","mankind",1
"hope","many",1
"hope","mean",1
"hope","million",1
"hope","order",1
"hope","peace",1
"hope","prosperity",1
"hope","recent",1
"hope","stand",1
"hope","strong",1
"hope","task",1
"hope","tomorrow",1
"hope","unjust",1
"hope","world",1
"hopeful","big",1
"hopeful","world",1
"hopeless","government",1
"hopelessness","know",1
"horizon","earth",1
"horizon","space",1
"horrible","betrayal",1
"horseback","raw",1
"hostage","come",1
"hostility","divide",1
"hour","action",1
"hour","mindful",1
"hour","other",1
"house","community",1
"house","excellence",1
"house","good",1
"human","be",1
"human","choice",1
"human","hand",1
"human","heart",1
"human","knowledge",1
"human","liberty",1
"human","misery",1
"human","nature",1
"human","right",1
"human","spirit",1
"humanity","excite",1
"humanity","have",1
"humanity","ideal",1
"humanity","see",1
"humble","stand",1
"humiliation","servitude",1
"humility","come",1
"hunger","dark",1
"hunger","homeless",1
"hungry","protect",1
"hungry","tempt",1
"hurricane","take",1
"hurt","deep",1
"idea","create",1
"idea","force",1
"idea","open",1
"idea","vindicate",1
"ideal","call",1
"ideal","carry",1
"ideal","justice",1
"ideal","make",1
"ideal","mission",1
"ideal","move",1
"ideal","see",1
"ideal","unfold",1
"idealism","courage",1
"idealism","fair",1
"idealism","first",1
"idealistic","dare",1
"idealistic","work",1
"ideology","fee",1
"ideology","race",1
"idle","industry",1
"ignorance","apathy",1
"ignore","oppression",1
"ignore","voice",1
"ill","suffer",1
"illegal","entry",1
"illegal","unconstitutional",1
"image","confident",1
"image","hope",1
"image","maker",1
"immigrant","embrace",1
"immigration","foreign",1
"impartial","justice",1
"imperative","self",1
"important","ask",1
"important","lesson",1
"important","question",1
"important","role",1
"important","task",1
"important","understand",1
"impose","own",1
"impose","rule",1
"impose","sovereignty",1
"impose","way",1
"impossible","do",1
"impossible","good",1
"impossible","stage",1
"improve","rural",1
"inalienable","right",1
"inaugural","day",1
"inborn","hope",1
"incentive","unleash",1
"inch","foot",1
"include","city",1
"include","day",1
"include","give",1
"include","one",1
"include","people",1
"income","alike",1
"increase","cost",1
"increase","nuclear",1
"increase","reward",1
"increase","support",1
"increase","wealth",1
"independence","labor",1
"independent","nation",1
"individual","available",1
"individual","by",1
"individual","country",1
"individual","effort",1
"individual","family",1
"individual","freedom",1
"individual","genius",1
"individual","home",1
"individual","human",1
"individual","member",1
"industrial","giant",1
"industrial","machine",1
"industrialist","shopkeeper",1
"industry","agriculture",1
"industry","cast",1
"industry","expense",1
"industry","keep",1
"industry","subsidize",1
"industry","technology",1
"inevitability","human",1
"inevitable","decline",1
"infant","nationhood",1
"infirm","care",1
"infirm","disadvantage",1
"inflate","expectation",1
"inflate","rhetoric",1
"inflation","bring",1
"inflation","crisis",1
"inflation","cut",1
"inflation","mean",1
"inflation","national",1
"inflation","rob",1
"inflict","poverty",1
"influence","considerable",1
"influence","federal",1
"influence","other",1
"influence","unlimited",1
"infrastructure","fall",1
"infuse","breath",1
"inhabitant","renew",1
"initiate","much",1
"initiative","remember",1
"initiative","steadfastness",1
"injure","voice",1
"innovator","entrepreneur",1
"insignificant","person",1
"inspire","awe",1
"inspire","condemn",1
"inspire","strong",1
"inspire","use",1
"inspire","vote",1
"install","social",1
"institution","enter",1
"institution","nation",1
"institution","reflect",1
"institution","serve",1
"insurance","prepare",1
"insure","last",1
"integrity","competency",1
"integrity","tolerance",1
"intelligence","diplomacy",1
"intend","free",1
"intend","let",1
"intention","curb",1
"intention","do",1
"intention","preside",1
"intentioned","error",1
"interest","courage",1
"interest","deep",1
"interest","teach",1
"interference","people",1
"interlude","war",1
"intervention","intrusion",1
"intimidate","break",1
"intrusion","life",1
"invasion","country",1
"invasion","go",1
"invention","go",1
"investment","reduce",1
"invite","challenge",1
"invite","new",1
"invite","peaceful",1
"invoke","bless",1
"invoke","direct",1
"islamic","terrorism",1
"isolation","lead",1
"issue","new",1
"issue","question",1
"issue","whole",1
"jail","dissident",1
"job","do",1
"job","leave",1
"job","new",1
"job","protection",1
"job","small",1
"join","great",1
"join","high",1
"join","let",1
"join","moment",1
"journal","build",1
"journey","horseback",1
"journey","moon",1
"journey","progress",1
"journey","reclaim",1
"journey","think",1
"judge","party",1
"judgment","history",1
"jungle","place",1
"justice","captive",1
"justice","compassion",1
"justice","conduct",1
"justice","constitutional",1
"justice","freedom",1
"justice","history",1
"justice","opportunity",1
"justice","own",1
"justice","rebalance",1
"justice","walk",1
"keep","child",1
"keep","free",1
"keep","home",1
"keep","maintain",1
"keep","pace",1
"keep","sacred",1
"keep","way",1
"key","new",1
"kill","people",1
"kill","try",1
"kind","hero",1
"kind","nation",1
"kind","sacrifice",1
"kind","world",1
"kindle","hope",1
"kindness","greatness",1
"knee","hard",1
"know","administration",1
"know","believe",1
"know","brother",1
"know","deep",1
"know","division",1
"know","do",1
"know","have",1
"know","heart",1
"know","know",1
"know","leader",1
"know","much",1
"know","nation",1
"know","pain",1
"know","peace",1
"know","people",1
"know","person",1
"know","produce",1
"know","question",1
"know","race",1
"know","reach",1
"know","right",1
"know","sectional",1
"know","see",1
"know","structure",1
"know","time",1
"know","youth",1
"knowledge","character",1
"knowledge","crime",1
"knowledge","palm",1
"labor","edge",1
"labor","same",1
"labor","tax",1
"laborer","same",1
"land","be",1
"land","day",1
"land","depend",1
"land","dream",1
"land","find",1
"land","see",1
"land","unleash",1
"land","untamed",1
"landscape","education",1
"large","amount",1
"large","create",1
"large","day",1
"large","man",1
"large","mountain",1
"large","want",1
"last","bear",1
"last","century",1
"last","good",1
"last","great",1
"last","manage",1
"last","night",1
"last","peace",1
"last","realize",1
"last","time",1
"last","valley",1
"launch","american",1
"launch","mankind",1
"law","abide",1
"law","catch",1
"law","insure",1
"law","make",1
"law","many",1
"law","mark",1
"law","order",1
"law","protection",1
"law","spend",1
"lawyer","name",1
"lay","railroad",1
"lead","cause",1
"lead","event",1
"lead","great",1
"lead","inflate",1
"lead","new",1
"lead","principle",1
"lead","revolutionary",1
"lead","stagnation",1
"lead","technological",1
"lead","turn",1
"lead","unite",1
"leader","citizen",1
"leader","come",1
"leader","free",1
"leader","government",1
"leadership","restore",1
"learn","debate",1
"learn","go",1
"learn","last",1
"learn","lot",1
"learn","stop",1
"learn","take",1
"learn","trust",1
"leave","doubt",1
"leave","factory",1
"leave","help",1
"leave","important",1
"leave","job",1
"leave","last",1
"leave","shore",1
"leave","try",1
"leave","world",1
"leave","young",1
"legacy","peacemaker",1
"legion","concern",1
"lend","community",1
"lesson","past",1
"lest","weakness",1
"let","accept",1
"let","begin",1
"let","bold",1
"let","build",1
"let","continue",1
"let","cooperate",1
"let","curse",1
"let","encourage",1
"let","gather",1
"let","happen",1
"let","history",1
"let","learn",1
"let","leave",1
"let","locate",1
"let","measure",1
"let","message",1
"let","misunderstand",1
"let","nation",1
"let","obstacle",1
"let","pledge",1
"let","reach",1
"let","seek",1
"let","seize",1
"let","shine",1
"let","stand",1
"let","start",1
"let","turn",1
"letter","bond",1
"letter","exchange",1
"level","government",1
"level","see",1
"liberate","lead",1
"liberate","spirit",1
"liberate","tradition",1
"liberation","day",1
"liberator","old",1
"liberty","author",1
"liberty","child",1
"liberty","citizen",1
"liberty","country",1
"liberty","determine",1
"liberty","great",1
"liberty","ideal",1
"liberty","know",1
"liberty","land",1
"liberty","million",1
"liberty","motivate",1
"liberty","nation",1
"liberty","other",1
"liberty","self",1
"liberty","stand",1
"liberty","time",1
"liberty","world",1
"lie","place",1
